1.5773	235
1.5824	842
1.5864	639
1.5944	361
1.5984	789
1.6024	1023
1.6104	1023
1.6145	1023
1.6234	1023
1.6275	1023
1.6354	1023
1.6433	1023
1.6474	1023
1.6598	1023
1.6599	1023
1.6683	1023
1.6724	1023
1.6803	1023
1.6844	1023
1.6886	940
1.6964	499
1.7004	115
1.7044	169
1.7133	528
1.7175	943
1.7216	1023
1.7294	1023
1.7334	1023
1.7414	1023
1.7454	1023
1.7545	1023
1.7585	921
1.7624	697
1.7703	377
2.2414	123
2.2493	1023
2.2534	1023
2.2575	297
2.2663	813
2.2704	1023
2.2784	1023
2.2824	1023
2.2904	1023
2.2944	898
2.2984	868
2.3024	963
2.3115	1023
2.3154	992
2.3233	797
2.3273	532
2.3314	94
2.3354	617
2.3434	1023
2.3474	1023
2.3524	519
2.3603	255
2.3644	289
2.3712	310
2.3725	243
2.3803	234
2.3844	299
2.3884	302
2.3974	181
2.3975	2
2.9374	37
2.9453	178
2.9493	675
2.9544	548
2.9584	527
2.9665	1000
2.9705	1023
2.9783	1023
2.9825	1023
2.9904	1023
2.9994	1023
3.0035	1023
3.0074	972
3.0153	962
3.0194	1023
3.0274	1023
3.0315	1023
3.0403	1023
3.0443	972
3.0484	876
3.0524	614
3.0604	219
3.0605	5
3.0684	25
3.0723	49
3.0763	77
3.0814	108
3.0854	142
3.0894	250
3.0974	373
3.1014	483
3.1054	583
3.1094	649
3.1173	671
3.1251	626
3.1265	513
3.1344	324
3.1383	42
3.7244	123
3.7323	602
3.7364	797
3.7405	780
3.7484	672
3.7524	831
3.7565	933
3.7653	1023
3.7694	1023
3.7773	1023
3.7814	1023
3.7894	1023
3.7935	1023
3.8014	1023
3.8054	909
3.8104	787
3.8183	525
3.8224	420
3.8265	374
3.8304	456
3.8383	390
3.8424	173
3.8464	88
3.8514	241
3.8555	551
3.8634	820
3.8674	1011
3.8753	1023
3.8794	1023
3.8875	1023
3.8914	1023
3.9003	906
3.9043	668
3.9084	359
4.4854	260
4.4894	295
4.4944	49
4.5024	969
4.5064	1023
4.5173	1023
4.5184	1023
4.5264	1023
4.5304	1023
4.5394	1023
4.5434	1009
4.5513	959
4.5554	976
4.5595	1008
4.5674	1023
4.5714	1023
4.5804	970
4.5843	789
4.5885	696
4.5963	415
5.1824	28
5.1903	342
5.1944	583
5.1984	1023
5.2063	1023
5.2132	1023
5.2184	1023
5.2234	1023
5.2313	722
5.2354	227
5.2394	24
5.2434	203
5.2475	321
5.2554	322
5.2594	169
5.2644	98
5.2684	265
5.2763	422
5.2805	520
5.2845	595
5.2885	498
5.9314	1023
5.9354	887
5.9448	871
5.9474	1023
5.9564	1023
5.9605	1023
5.9684	1023
5.9724	1023
5.9804	1023
5.9844	1023
5.9933	1023
5.9975	1023
6.0054	1023
6.0133	1023
6.0174	1023
6.0254	1023
6.0294	965
6.0345	943
6.0384	984
6.0463	923
6.0504	770
6.0544	594
6.0624	445
6.0664	332
6.0704	245
6.0744	182
6.0833	148
6.0874	157
6.0914	151
6.0956	99
6.0995	16
6.6723	16
6.6774	634
6.6814	1023
6.6894	1023
6.6973	1023
6.7014	1023
6.7094	1009
6.7134	698
6.7174	299
6.7224	79
6.7264	158
6.7344	205
6.7385	231
6.7425	254
6.7465	281
6.7543	310
6.7584	331
6.7634	331
6.7740	300
6.7754	236
6.7794	142
6.7834	10
6.7875	45
6.7914	81
6.7954	115
6.8034	151
6.8084	258
6.8124	459
6.8164	585
6.8243	588
6.8284	489
6.8325	325
6.8403	143
7.4384	620
7.4473	1013
7.4515	1023
7.4593	1023
7.4634	1023
7.4681	885
7.4754	596
7.4794	190
7.4833	28
7.4873	32
7.4923	6
7.4964	105
7.5004	249
7.5045	420
7.5124	575
7.5165	685
7.5205	767
7.5283	839
7.5334	914
7.5375	989
7.5453	1023
7.5494	769
7.5534	255
8.2253	1023
8.2294	1023
8.2374	1023
8.2415	1023
8.2493	1023
8.2534	1010
8.2575	702
8.2664	336
8.2703	24
8.2743	93
8.2783	165
8.2824	237
8.2904	310
8.2944	388
8.2984	466
8.3025	537
8.3114	590
8.3155	611
8.3195	593
8.3235	533
8.3314	438
8.3354	80
8.3355	3
8.3395	6
8.3434	5
9.0324	1023
9.0403	744
9.0445	1023
9.0523	1023
9.0564	1023
9.0644	1023
9.0684	1023
9.0773	1023
9.0814	818
9.0854	624
9.0894	458
9.0974	281
9.1015	126
9.1054	11
9.1094	74
9.1134	146
9.1224	222
9.1264	291
9.1304	347
9.1345	387
9.1423	416
9.1463	313
9.1504	98
9.8424	702
9.8513	1023
9.8554	555
9.8634	1023
9.8674	1023
9.8754	1023
9.8794	1023
9.8873	987
9.8925	802
9.8964	700
9.9004	589
9.9084	481
9.9125	413
9.9164	280
9.9204	107
9.9244	14
9.9284	71
9.9374	137
9.9414	210
9.9455	280
9.9534	408
9.9574	425
9.9614	287
9.9654	157
9.9695	78
9.9742	33
10.7354	1023
10.7434	960
10.7485	1023
10.7564	1023
10.7604	1023
10.7684	883
10.7724	703
10.7764	452
10.7804	120
10.7844	21
10.7894	77
10.7974	147
10.8016	233
10.8055	324
10.8094	413
10.8173	494
10.8214	559
10.8254	604
10.8345	626
10.8384	622
10.8424	593
10.8464	521
10.8543	206
11.5093	600
11.5133	56
11.5184	1023
11.5264	1023
11.5304	1023
11.5384	854
11.5425	379
11.5464	59
11.5504	157
11.5544	280
11.5633	409
11.5674	538
11.5714	656
11.5755	758
11.5833	838
11.5874	898
11.5914	934
11.5994	946
11.6069	932
11.6085	892
11.6124	832
11.6203	755
11.6244	594
11.6284	247
11.6324	25
12.3124	1023
12.3203	482
12.3244	1022
12.3333	1023
12.3374	1023
12.3454	1023
12.3494	1023
12.3534	910
12.3613	697
12.3654	417
12.3694	121
12.3744	34
12.3785	84
12.3864	133
12.3904	177
12.3944	210
12.3984	232
12.4063	242
12.4105	240
12.4155	227
12.4194	205
12.4273	165
13.1273	1023
13.1313	937
13.1394	1023
13.1444	1023
13.1484	994
13.1597	503
13.1598	8
13.1605	92
13.1683	186
13.1724	278
13.1764	360
13.1804	432
13.1894	500
13.1935	561
13.1975	618
13.2053	667
13.2094	701
13.2134	713
13.2174	704
13.2255	670
13.2305	615
13.2344	547
13.2384	318
13.2424	21
14.0164	285
14.0243	1023
14.0285	1023
14.0364	1023
14.0404	1023
14.0495	1023
14.0534	1023
14.0614	1023
14.0654	1023
14.0734	1023
14.0774	1023
14.0865	1023
14.0943	1023
14.0984	1023
14.1063	1023
14.1104	679
14.1145	383
14.1185	188
14.1225	85
14.1264	8
14.1314	17
14.1354	44
14.1394	75
14.1435	106
14.1514	136
14.1554	179
14.1594	247
14.1673	303
14.1724	352
14.1765	374
14.1805	358
14.1884	314
14.1924	266
14.1964	222
14.2004	182
14.2084	140
14.2124	85
14.2173	35
14.8064	1023
14.8154	1023
14.8196	905
14.8274	1023
14.8314	1023
14.8394	1023
14.8434	1023
14.8513	1023
14.8554	1023
14.8643	1023
14.8684	1005
14.8725	885
14.8804	631
14.8844	362
14.8884	139
14.8924	10
14.8964	62
14.9054	117
14.9094	173
14.9134	269
14.9174	382
14.9253	382
14.9294	339
14.9334	303
14.9396	289
14.9464	291
14.9504	286
14.9544	266
14.9624	229
14.9664	165
14.9729	86
14.9744	34
14.9784	4
15.6343	1023
15.6384	990
15.6424	1023
15.6504	1023
15.6583	1023
15.6625	1023
15.6714	1023
15.6754	1023
15.6794	924
15.6873	710
15.6914	522
15.6954	331
15.6995	166
15.7035	34
15.7074	2
15.7114	16
15.7164	29
15.7204	38
15.7244	42
15.7284	42
15.7325	36
15.7365	26
15.7404	8
16.3833	994
16.3874	1023
16.3914	217
16.4004	742
16.4044	929
16.4084	992
16.4165	1023
16.4205	1023
16.4283	1023
16.4324	1023
16.4414	1023
16.4454	1023
16.4535	1023
16.4574	1001
16.4653	989
16.4694	997
16.4734	1023
16.4815	1023
16.4904	1023
16.4944	1023
16.5023	1019
16.5065	644
16.5131	365
16.5144	160
16.5185	26
16.5225	5
16.5274	14
16.5314	22
16.5354	30
16.5394	36
16.5435	41
16.5474	44
16.5515	47
16.5554	49
16.5594	48
16.5634	47
16.5674	46
16.5725	39
16.5765	24
17.1294	1023
17.1373	822
17.1414	396
17.1456	1019
17.1534	1023
17.1574	1023
17.1654	1023
17.1704	1023
17.1784	1023
17.1824	850
17.1903	647
17.1944	435
17.1985	246
17.2026	62
17.2064	7
17.2104	28
17.2153	49
17.2194	66
17.2234	80
17.2275	90
17.2314	95
17.2354	97
17.2394	95
17.2434	90
17.2474	82
17.2514	52
17.2565	13
17.9313	591
17.9353	382
17.9404	1023
17.9484	928
17.9524	570
17.9564	205
17.9605	29
17.9645	92
17.9684	163
17.9763	247
17.9804	337
17.9854	427
17.9894	513
17.9974	592
18.0015	665
18.0054	731
18.0133	787
18.0174	827
18.0214	847
18.0265	845
18.0344	823
18.0384	784
18.0424	683
18.0464	523
18.0544	445
18.0610	373
18.0625	272
18.0714	174
18.0754	108
18.0794	72
18.0833	50
18.0874	37
18.0914	38
18.0955	48
18.0994	54
18.1034	47
18.1074	24
18.6523	879
18.6564	654
18.6604	1023
18.6693	1023
18.6774	1023
18.6814	1021
18.6854	766
18.6933	498
18.6974	234
18.7013	33
18.7054	71
18.7095	109
18.7145	142
18.7224	170
18.7264	190
18.7304	200
18.7344	202
18.7442	197
18.7465	186
18.7504	172
18.7593	156
18.7634	139
18.7674	123
18.7714	85
18.7774	67
18.7794	54
18.7834	34
18.7873	8
18.7914	6
18.7953	18
18.8010	30
18.8044	43
18.8084	60
18.8124	91
18.8164	107
18.8204	106
18.8244	80
18.8284	51
18.8325	31
18.8365	10
19.4554	1023
19.4633	1023
19.4674	810
19.4714	537
19.4754	228
19.4794	2
19.4844	97
19.4924	238
19.4964	397
19.5004	555
19.5044	695
19.5123	816
19.5163	917
19.5241	991
19.5294	1023
19.5335	1023
19.5414	1023
19.5455	996
19.5494	936
19.5574	856
19.5615	768
19.5655	678
19.5704	471
19.5783	325
19.5824	226
19.5864	32
19.5904	9
19.5944	19
19.5983	28
19.6023	35
19.6063	38
19.6114	38
19.6154	34
19.6194	28
19.6234	17
19.6274	3
20.2373	563
20.2414	469
20.2454	335
20.2544	51
20.2584	63
20.2624	177
20.2704	317
20.2744	473
20.2784	633
20.2824	791
20.2904	945
20.2954	1023
20.3034	1023
20.3075	1023
20.3154	1023
20.3194	1023
20.3275	1023
20.3315	1023
20.3404	1023
20.3444	989
20.3484	734
20.3564	481
20.3604	386
20.3646	309
20.3685	201
20.3764	120
20.3814	76
20.3854	37
21.0033	19
21.0074	584
21.0114	699
21.0154	508
21.0244	307
21.0284	116
21.0329	7
21.0364	74
21.0404	161
21.0444	266
21.0523	379
21.0564	493
21.0604	602
21.0644	700
21.0735	777
21.0774	833
21.0814	872
21.0854	890
21.0933	887
21.0974	867
21.1015	829
21.1055	779
21.1144	720
21.1184	601
21.1224	391
21.1304	277
21.1345	181
21.1384	79
21.1424	21
21.8064	1023
21.8143	698
21.8184	519
21.8225	411
21.8304	143
21.8344	38
21.8394	88
21.8434	146
21.8474	214
21.8553	290
21.8594	368
21.8634	443
21.8674	510
21.8754	566
21.8804	608
21.8844	637
21.8884	649
21.8963	647
21.9004	633
21.9045	610
21.9123	579
21.9164	540
21.9204	500
21.9254	409
21.9362	277
21.9374	185
21.9414	108
21.9454	37
22.5764	1023
22.5804	159
22.5884	578
22.5925	552
22.5964	372
22.6044	246
22.6094	69
22.6134	41
22.6174	106
22.6214	171
22.6254	229
22.6334	278
22.6374	321
22.6414	358
22.6455	385
22.6544	404
22.6584	409
22.6625	401
22.6704	384
22.6745	355
22.6785	318
22.6824	277
22.6904	131
22.6954	59
22.6993	26
22.6994	1
22.7035	4
22.7074	7
22.7114	9
22.7153	10
22.7193	11
22.7233	11
22.7274	12
22.7314	16
22.7356	25
22.7404	38
22.7444	47
22.7484	46
22.7524	27
23.3025	654
23.3054	1023
23.3095	712
23.3135	303
23.3214	304
23.3254	152
23.3313	34
23.3337	28
23.3384	66
23.3427	104
23.3504	144
23.3544	180
23.3584	212
23.3625	240
23.3704	260
23.3744	272
23.3794	279
23.3874	279
23.3935	274
23.3955	265
23.3995	253
23.4074	239
23.4114	224
23.4154	208
23.4195	177
23.4284	129
23.4325	96
23.4364	79
23.4406	69
23.4444	68
23.4484	66
23.4524	59
23.4565	47
23.4604	34
23.4655	24
23.4694	18
23.4735	16
23.4774	14
23.4814	10
23.4854	2
24.0673	449
24.0714	856
24.0754	277
24.0794	267
24.0875	277
24.0914	111
24.0954	20
24.0995	18
24.1035	51
24.1084	87
24.1124	123
24.1203	157
24.1244	189
24.1284	214
24.1324	234
24.1405	246
24.1444	251
24.1484	249
24.1574	243
24.1614	234
24.1655	222
24.1695	209
24.1773	194
24.1814	180
24.1854	137
24.1894	96
24.1945	72
24.1985	54
24.2024	41
24.2064	33
24.2104	28
24.2144	23
24.2184	14
24.2224	2
24.2265	1
24.2304	1
24.2306	1
24.8203	629
24.8244	100
24.8284	532
24.8325	417
24.8414	336
24.8454	176
24.8496	105
24.8535	26
24.8574	10
24.8614	32
24.8654	52
24.8694	71
24.8735	87
24.8784	99
24.8865	107
24.8904	111
24.8944	112
24.8984	109
24.9064	103
24.9104	94
24.9144	86
24.9184	77
24.9234	68
24.9274	61
24.9314	54
24.9353	48
24.9394	43
24.9434	39
24.9475	29
24.9514	20
24.9554	11
24.9593	6
24.9594	5
24.9644	5
24.9684	6
24.9724	6
24.9764	4
24.9765	2
24.9805	4
24.9844	6
24.9884	10
24.9924	13
24.9964	25
25.0004	36
25.0044	43
25.0095	45
25.0134	42
25.0174	36
25.0214	32
25.0254	25
25.0294	14
25.5824	466
25.5864	857
25.5944	242
25.5984	45
25.6024	38
25.6149	8
25.6154	33
25.6194	59
25.6234	86
25.6274	115
25.6314	147
25.6393	176
25.6434	200
25.6481	217
25.6525	224
25.6603	224
25.6644	215
25.6684	203
25.6724	188
25.6805	171
25.6845	156
25.6884	142
25.6973	131
25.7014	122
25.7054	95
25.7094	60
25.7135	21
26.3404	82
26.3484	550
26.3537	585
26.3564	701
26.3604	668
26.3688	607
26.3725	562
26.3774	515
26.3853	468
26.3894	433
26.3934	388
26.3974	343
26.4054	301
26.4095	259
26.4134	224
26.4174	192
26.4264	163
26.4304	137
26.4344	80
26.4384	18
26.4954	1
26.4993	2
26.4994	4
26.5034	6
26.5085	7
26.5124	9
26.5163	10
26.5203	12
26.5249	13
26.5284	13
26.5324	13
26.5364	13
26.5404	13
26.5444	13
26.5494	12
26.5534	11
26.5574	10
26.5615	8
26.5616	6
26.5655	4
26.5694	2
27.0894	1023
27.0934	508
27.0974	264
27.1064	139
27.1103	52
27.1184	10
27.1224	31
27.1264	54
27.1303	77
27.1344	97
27.1384	115
27.1424	132
27.1464	146
27.1554	155
27.1595	161
27.1634	162
27.1714	160
27.1754	155
27.1794	148
27.1834	140
27.1924	130
27.1964	121
27.2004	111
27.2044	101
27.2084	75
27.2124	52
27.2204	36
27.2244	24
27.2283	18
27.2334	13
27.2334	8
27.2374	2
27.2414	2
27.2454	4
27.2455	6
27.2495	7
27.2534	9
27.2574	11
27.2614	11
27.2654	12
27.2694	13
27.2734	12
27.2784	7
27.8673	729
27.8714	1023
27.8804	510
27.8844	96
27.8924	14
27.8965	30
27.9005	45
27.9044	61
27.9123	77
27.9163	89
27.9214	99
27.9254	108
27.9294	115
27.9335	118
27.9414	118
27.9454	115
27.9494	110
27.9535	101
27.9574	92
27.9625	83
27.9665	74
27.9705	65
27.9783	58
27.9823	51
27.9863	45
27.9903	37
27.9946	31
27.9984	30
28.0024	25
28.0073	17
28.0113	10
28.0114	6
28.0154	3
28.6253	85
28.6293	326
28.6334	490
28.6375	397
28.6453	207
28.6503	10
28.6504	4
28.6545	22
28.6585	40
28.6624	59
28.6664	78
28.6704	96
28.6783	112
28.6824	126
28.6864	136
28.6954	142
28.6994	145
28.7034	143
28.7074	139
28.7153	132
28.7194	124
28.7235	114
28.7275	104
28.7314	94
28.7364	84
28.7404	74
28.7444	49
28.7484	29
28.7525	14
28.7565	3
29.3093	186
29.3134	1023
29.3174	337
29.3254	216
29.3294	106
29.3343	27
29.3390	62
29.3425	99
29.3464	135
29.3543	170
29.3584	201
29.3624	232
29.3664	257
29.3783	279
29.3795	294
29.3834	301
29.3874	300
29.3953	290
29.3994	270
29.4034	244
29.4114	214
29.4154	183
29.4204	153
29.4244	94
29.4284	62
29.4324	43
29.4365	17
